task,level,id,pool,scale,score
ST,medium,yWB1eDgHxE,pool34,EF,41
ST,medium,yWB1eDgHxE,pool34,FR,44
MR,medium,yWB1eDgHxE,pool34,ME,19
MR,medium,yWB1eDgHxE,pool34,PH,11
MR,medium,yWB1eDgHxE,pool34,TI,6
MR,medium,yWB1eDgHxE,pool34,PE,1
MR,medium,yWB1eDgHxE,pool34,EF,12
MR,medium,yWB1eDgHxE,pool34,FR,10
ST,hard,yWB1eDgHxE,pool34,ME,44
ST,hard,yWB1eDgHxE,pool34,PH,35
ST,hard,yWB1eDgHxE,pool34,TI,65
ST,hard,yWB1eDgHxE,pool34,PE,45
ST,hard,yWB1eDgHxE,pool34,EF,45
ST,hard,yWB1eDgHxE,pool34,FR,60
MS,medium,yWB1eDgHxE,pool34,ME,40
MS,medium,yWB1eDgHxE,pool34,PH,30
MS,medium,yWB1eDgHxE,pool34,TI,50
MS,medium,yWB1eDgHxE,pool34,PE,20
MS,medium,yWB1eDgHxE,pool34,EF,39
MS,medium,yWB1eDgHxE,pool34,FR,40
ST,easy,yWB1eDgHxE,pool34,ME,11
ST,easy,yWB1eDgHxE,pool34,PH,11
ST,easy,yWB1eDgHxE,pool34,TI,20
ST,easy,yWB1eDgHxE,pool34,PE,6
ST,easy,yWB1eDgHxE,pool34,EF,19
ST,easy,yWB1eDgHxE,pool34,FR,15
MR,hard,yWB1eDgHxE,pool34,ME,25
MR,hard,yWB1eDgHxE,pool34,PH,16
MR,hard,yWB1eDgHxE,pool34,TI,15
MR,hard,yWB1eDgHxE,pool34,PE,10
MR,hard,yWB1eDgHxE,pool34,EF,20
MR,hard,yWB1eDgHxE,pool34,FR,16
MS,hard,yWB1eDgHxE,pool34,ME,55
MS,hard,yWB1eDgHxE,pool34,PH,45
MS,hard,yWB1eDgHxE,pool34,TI,65
MS,hard,yWB1eDgHxE,pool34,PE,45
MS,hard,yWB1eDgHxE,pool34,EF,62
MS,hard,yWB1eDgHxE,pool34,FR,74
ST,hard,cdCa7qlKqK,pool34,ME,60
ST,hard,cdCa7qlKqK,pool34,PH,85
ST,hard,cdCa7qlKqK,pool34,TI,95
ST,hard,cdCa7qlKqK,pool34,PE,75
ST,hard,cdCa7qlKqK,pool34,EF,79
ST,hard,cdCa7qlKqK,pool34,FR,65
MS,easy,cdCa7qlKqK,pool34,ME,60
MS,easy,cdCa7qlKqK,pool34,PH,50
MS,easy,cdCa7qlKqK,pool34,TI,35
MS,easy,cdCa7qlKqK,pool34,PE,15
MS,easy,cdCa7qlKqK,pool34,EF,60
MS,easy,cdCa7qlKqK,pool34,FR,25
MS,hard,cdCa7qlKqK,pool34,ME,80
MS,hard,cdCa7qlKqK,pool34,PH,70
MS,hard,cdCa7qlKqK,pool34,TI,85
MS,hard,cdCa7qlKqK,pool34,PE,50
MS,hard,cdCa7qlKqK,pool34,EF,80
MS,hard,cdCa7qlKqK,pool34,FR,60
MS,medium,cdCa7qlKqK,pool34,ME,70
MS,medium,cdCa7qlKqK,pool34,PH,60
MS,medium,cdCa7qlKqK,pool34,TI,70
MS,medium,cdCa7qlKqK,pool34,PE,15
MS,medium,cdCa7qlKqK,pool34,EF,65
MS,medium,cdCa7qlKqK,pool34,FR,40
MR,medium,cdCa7qlKqK,pool34,ME,50
MR,medium,cdCa7qlKqK,pool34,PH,50
MR,medium,cdCa7qlKqK,pool34,TI,55
MR,medium,cdCa7qlKqK,pool34,PE,34
MR,medium,cdCa7qlKqK,pool34,EF,56
MR,medium,cdCa7qlKqK,pool34,FR,40
MR,easy,cdCa7qlKqK,pool34,ME,65
MR,easy,cdCa7qlKqK,pool34,PH,50
MR,easy,cdCa7qlKqK,pool34,TI,41
MR,easy,cdCa7qlKqK,pool34,PE,30
MR,easy,cdCa7qlKqK,pool34,EF,60
MR,easy,cdCa7qlKqK,pool34,FR,40
MR,hard,cdCa7qlKqK,pool34,ME,70
MR,hard,cdCa7qlKqK,pool34,PH,40
MR,hard,cdCa7qlKqK,pool34,TI,35
MR,hard,cdCa7qlKqK,pool34,PE,40
MR,hard,cdCa7qlKqK,pool34,EF,70
MR,hard,cdCa7qlKqK,pool34,FR,35
ST,medium,cdCa7qlKqK,pool34,ME,65
ST,medium,cdCa7qlKqK,pool34,PH,65
ST,medium,cdCa7qlKqK,pool34,TI,65
ST,medium,cdCa7qlKqK,pool34,PE,30
ST,medium,cdCa7qlKqK,pool34,EF,65
ST,medium,cdCa7qlKqK,pool34,FR,50
ST,easy,cdCa7qlKqK,pool34,ME,50
ST,easy,cdCa7qlKqK,pool34,PH,51
ST,easy,cdCa7qlKqK,pool34,TI,60
ST,easy,cdCa7qlKqK,pool34,PE,15
ST,easy,cdCa7qlKqK,pool34,EF,50
ST,easy,cdCa7qlKqK,pool34,FR,35
ST,easy,0dkwUmCwzJ,pool34,ME,6
ST,easy,0dkwUmCwzJ,pool34,PH,5
ST,easy,0dkwUmCwzJ,pool34,TI,10
ST,easy,0dkwUmCwzJ,pool34,PE,5
ST,easy,0dkwUmCwzJ,pool34,EF,8
ST,easy,0dkwUmCwzJ,pool34,FR,5
MR,medium,0dkwUmCwzJ,pool34,ME,70
MR,medium,0dkwUmCwzJ,pool34,PH,70
MR,medium,0dkwUmCwzJ,pool34,TI,50
MR,medium,0dkwUmCwzJ,pool34,PE,65
MR,medium,0dkwUmCwzJ,pool34,EF,80
MR,medium,0dkwUmCwzJ,pool34,FR,60
MS,hard,0dkwUmCwzJ,pool34,ME,95
MS,hard,0dkwUmCwzJ,pool34,PH,95
MS,hard,0dkwUmCwzJ,pool34,TI,95
MS,hard,0dkwUmCwzJ,pool34,PE,89
MS,hard,0dkwUmCwzJ,pool34,EF,97
MS,hard,0dkwUmCwzJ,pool34,FR,75
MR,hard,0dkwUmCwzJ,pool34,ME,47
MR,hard,0dkwUmCwzJ,pool34,PH,50
MR,hard,0dkwUmCwzJ,pool34,TI,50
MR,hard,0dkwUmCwzJ,pool34,PE,50
MR,hard,0dkwUmCwzJ,pool34,EF,50
MR,hard,0dkwUmCwzJ,pool34,FR,50
MS,easy,0dkwUmCwzJ,pool34,ME,7
MS,easy,0dkwUmCwzJ,pool34,PH,9
MS,easy,0dkwUmCwzJ,pool34,TI,9
MS,easy,0dkwUmCwzJ,pool34,PE,0
MS,easy,0dkwUmCwzJ,pool34,EF,11
MS,easy,0dkwUmCwzJ,pool34,FR,20
MR,easy,0dkwUmCwzJ,pool34,ME,7
MR,easy,0dkwUmCwzJ,pool34,PH,7
MR,easy,0dkwUmCwzJ,pool34,TI,7
MR,easy,0dkwUmCwzJ,pool34,PE,28
MR,easy,0dkwUmCwzJ,pool34,EF,23
MR,easy,0dkwUmCwzJ,pool34,FR,20
ST,medium,0dkwUmCwzJ,pool34,ME,50
ST,medium,0dkwUmCwzJ,pool34,PH,50
ST,medium,0dkwUmCwzJ,pool34,TI,50
ST,medium,0dkwUmCwzJ,pool34,PE,55
ST,medium,0dkwUmCwzJ,pool34,EF,61
ST,medium,0dkwUmCwzJ,pool34,FR,49
MS,medium,0dkwUmCwzJ,pool34,ME,49
MS,medium,0dkwUmCwzJ,pool34,PH,50
MS,medium,0dkwUmCwzJ,pool34,TI,50
MS,medium,0dkwUmCwzJ,pool34,PE,35
MS,medium,0dkwUmCwzJ,pool34,EF,65
MS,medium,0dkwUmCwzJ,pool34,FR,56
ST,hard,0dkwUmCwzJ,pool34,ME,97
ST,hard,0dkwUmCwzJ,pool34,PH,97
ST,hard,0dkwUmCwzJ,pool34,TI,97
ST,hard,0dkwUmCwzJ,pool34,PE,97
ST,hard,0dkwUmCwzJ,pool34,EF,90
ST,hard,0dkwUmCwzJ,pool34,FR,90
ST,hard,h3qLkF1oCE,pool34,ME,45
ST,hard,h3qLkF1oCE,pool34,PH,15
ST,hard,h3qLkF1oCE,pool34,TI,65
ST,hard,h3qLkF1oCE,pool34,PE,55
ST,hard,h3qLkF1oCE,pool34,EF,45
ST,hard,h3qLkF1oCE,pool34,FR,55
MS,medium,h3qLkF1oCE,pool34,ME,85
MS,medium,h3qLkF1oCE,pool34,PH,45
MS,medium,h3qLkF1oCE,pool34,TI,80
MS,medium,h3qLkF1oCE,pool34,PE,5
MS,medium,h3qLkF1oCE,pool34,EF,69
MS,medium,h3qLkF1oCE,pool34,FR,75
ST,medium,h3qLkF1oCE,pool34,ME,70
ST,medium,h3qLkF1oCE,pool34,PH,29
ST,medium,h3qLkF1oCE,pool34,TI,69
ST,medium,h3qLkF1oCE,pool34,PE,55
ST,medium,h3qLkF1oCE,pool34,EF,60
ST,medium,h3qLkF1oCE,pool34,FR,70
MS,hard,h3qLkF1oCE,pool34,ME,95
MS,hard,h3qLkF1oCE,pool34,PH,55
MS,hard,h3qLkF1oCE,pool34,TI,60
MS,hard,h3qLkF1oCE,pool34,PE,11
MS,hard,h3qLkF1oCE,pool34,EF,75
MS,hard,h3qLkF1oCE,pool34,FR,40
ST,easy,h3qLkF1oCE,pool34,ME,30
ST,easy,h3qLkF1oCE,pool34,PH,20
ST,easy,h3qLkF1oCE,pool34,TI,40
ST,easy,h3qLkF1oCE,pool34,PE,10
ST,easy,h3qLkF1oCE,pool34,EF,50
ST,easy,h3qLkF1oCE,pool34,FR,60
MR,hard,h3qLkF1oCE,pool34,ME,65
MR,hard,h3qLkF1oCE,pool34,PH,35
MR,hard,h3qLkF1oCE,pool34,TI,5
MR,hard,h3qLkF1oCE,pool34,PE,60
MR,hard,h3qLkF1oCE,pool34,EF,30
MR,hard,h3qLkF1oCE,pool34,FR,20
MS,easy,h3qLkF1oCE,pool34,ME,29
MS,easy,h3qLkF1oCE,pool34,PH,29
MS,easy,h3qLkF1oCE,pool34,TI,15
MS,easy,h3qLkF1oCE,pool34,PE,0
MS,easy,h3qLkF1oCE,pool34,EF,45
MS,easy,h3qLkF1oCE,pool34,FR,70
MR,easy,h3qLkF1oCE,pool34,ME,60
MR,easy,h3qLkF1oCE,pool34,PH,30
MR,easy,h3qLkF1oCE,pool34,TI,10
MR,easy,h3qLkF1oCE,pool34,PE,75
MR,easy,h3qLkF1oCE,pool34,EF,56
MR,easy,h3qLkF1oCE,pool34,FR,45
MR,medium,h3qLkF1oCE,pool34,ME,65
MR,medium,h3qLkF1oCE,pool34,PH,36
MR,medium,h3qLkF1oCE,pool34,TI,14
MR,medium,h3qLkF1oCE,pool34,PE,70
MR,medium,h3qLkF1oCE,pool34,EF,45
MR,medium,h3qLkF1oCE,pool34,FR,55
MR,hard,Q479YcpCNr,pool34,ME,85
MR,hard,Q479YcpCNr,pool34,PH,0
MR,hard,Q479YcpCNr,pool34,TI,0
MR,hard,Q479YcpCNr,pool34,PE,50
MR,hard,Q479YcpCNr,pool34,EF,65
MR,hard,Q479YcpCNr,pool34,FR,100
MR,medium,Q479YcpCNr,pool34,ME,70
MR,medium,Q479YcpCNr,pool34,PH,0
MR,medium,Q479YcpCNr,pool34,TI,1
MR,medium,Q479YcpCNr,pool34,PE,50
MR,medium,Q479YcpCNr,pool34,EF,65
MR,medium,Q479YcpCNr,pool34,FR,99
ST,medium,Q479YcpCNr,pool34,ME,65
ST,medium,Q479YcpCNr,pool34,PH,1
ST,medium,Q479YcpCNr,pool34,TI,95
ST,medium,Q479YcpCNr,pool34,PE,25
ST,medium,Q479YcpCNr,pool34,EF,61
ST,medium,Q479YcpCNr,pool34,FR,40
ST,hard,Q479YcpCNr,pool34,ME,55
ST,hard,Q479YcpCNr,pool34,PH,1
ST,hard,Q479YcpCNr,pool34,TI,99
ST,hard,Q479YcpCNr,pool34,PE,50
ST,hard,Q479YcpCNr,pool34,EF,60
ST,hard,Q479YcpCNr,pool34,FR,55
MS,medium,Q479YcpCNr,pool34,ME,69
MS,medium,Q479YcpCNr,pool34,PH,45
MS,medium,Q479YcpCNr,pool34,TI,45
MS,medium,Q479YcpCNr,pool34,PE,6
MS,medium,Q479YcpCNr,pool34,EF,76
MS,medium,Q479YcpCNr,pool34,FR,3
ST,easy,Q479YcpCNr,pool34,ME,45
ST,easy,Q479YcpCNr,pool34,PH,1
ST,easy,Q479YcpCNr,pool34,TI,13
ST,easy,Q479YcpCNr,pool34,PE,2
ST,easy,Q479YcpCNr,pool34,EF,46
ST,easy,Q479YcpCNr,pool34,FR,4
MR,easy,Q479YcpCNr,pool34,ME,85
MR,easy,Q479YcpCNr,pool34,PH,1
MR,easy,Q479YcpCNr,pool34,TI,2
MR,easy,Q479YcpCNr,pool34,PE,96
MR,easy,Q479YcpCNr,pool34,EF,68
MR,easy,Q479YcpCNr,pool34,FR,99
MS,hard,Q479YcpCNr,pool34,ME,98
MS,hard,Q479YcpCNr,pool34,PH,80
MS,hard,Q479YcpCNr,pool34,TI,99
MS,hard,Q479YcpCNr,pool34,PE,75
MS,hard,Q479YcpCNr,pool34,EF,83
MS,hard,Q479YcpCNr,pool34,FR,50
MS,easy,Q479YcpCNr,pool34,ME,50
MS,easy,Q479YcpCNr,pool34,PH,59
MS,easy,Q479YcpCNr,pool34,TI,61
MS,easy,Q479YcpCNr,pool34,PE,0
MS,easy,Q479YcpCNr,pool34,EF,49
MS,easy,Q479YcpCNr,pool34,FR,2
ST,hard,vBoSbHJ7AD,pool34,ME,70
ST,hard,vBoSbHJ7AD,pool34,PH,60
ST,hard,vBoSbHJ7AD,pool34,TI,99
ST,hard,vBoSbHJ7AD,pool34,PE,30
ST,hard,vBoSbHJ7AD,pool34,EF,70
ST,hard,vBoSbHJ7AD,pool34,FR,70
MR,easy,vBoSbHJ7AD,pool34,ME,85
MR,easy,vBoSbHJ7AD,pool34,PH,59
MR,easy,vBoSbHJ7AD,pool34,TI,3
MR,easy,vBoSbHJ7AD,pool34,PE,71
MR,easy,vBoSbHJ7AD,pool34,EF,69
MR,easy,vBoSbHJ7AD,pool34,FR,78
MS,easy,vBoSbHJ7AD,pool34,ME,23
MS,easy,vBoSbHJ7AD,pool34,PH,14
MS,easy,vBoSbHJ7AD,pool34,TI,1
MS,easy,vBoSbHJ7AD,pool34,PE,0
MS,easy,vBoSbHJ7AD,pool34,EF,29
MS,easy,vBoSbHJ7AD,pool34,FR,13
MR,hard,vBoSbHJ7AD,pool34,ME,75
MR,hard,vBoSbHJ7AD,pool34,PH,70
MR,hard,vBoSbHJ7AD,pool34,TI,1
MR,hard,vBoSbHJ7AD,pool34,PE,56
MR,hard,vBoSbHJ7AD,pool34,EF,67
MR,hard,vBoSbHJ7AD,pool34,FR,69
MS,medium,vBoSbHJ7AD,pool34,ME,73
MS,medium,vBoSbHJ7AD,pool34,PH,68
MS,medium,vBoSbHJ7AD,pool34,TI,66
MS,medium,vBoSbHJ7AD,pool34,PE,24
MS,medium,vBoSbHJ7AD,pool34,EF,58
MS,medium,vBoSbHJ7AD,pool34,FR,57
MS,hard,vBoSbHJ7AD,pool34,ME,74
MS,hard,vBoSbHJ7AD,pool34,PH,73
MS,hard,vBoSbHJ7AD,pool34,TI,84
MS,hard,vBoSbHJ7AD,pool34,PE,88
MS,hard,vBoSbHJ7AD,pool34,EF,64
MS,hard,vBoSbHJ7AD,pool34,FR,94
MR,medium,vBoSbHJ7AD,pool34,ME,66
MR,medium,vBoSbHJ7AD,pool34,PH,59
MR,medium,vBoSbHJ7AD,pool34,TI,2
MR,medium,vBoSbHJ7AD,pool34,PE,23
MR,medium,vBoSbHJ7AD,pool34,EF,59
MR,medium,vBoSbHJ7AD,pool34,FR,21
ST,medium,vBoSbHJ7AD,pool34,ME,57
ST,medium,vBoSbHJ7AD,pool34,PH,57
ST,medium,vBoSbHJ7AD,pool34,TI,77
ST,medium,vBoSbHJ7AD,pool34,PE,72
ST,medium,vBoSbHJ7AD,pool34,EF,60
ST,medium,vBoSbHJ7AD,pool34,FR,67
ST,easy,vBoSbHJ7AD,pool34,ME,58
ST,easy,vBoSbHJ7AD,pool34,PH,65
ST,easy,vBoSbHJ7AD,pool34,TI,23
ST,easy,vBoSbHJ7AD,pool34,PE,1
ST,easy,vBoSbHJ7AD,pool34,EF,60
ST,easy,vBoSbHJ7AD,pool34,FR,50
MS,easy,JIY5GSm8aI,pool34,ME,49
MS,easy,JIY5GSm8aI,pool34,PH,35
MS,easy,JIY5GSm8aI,pool34,TI,49
MS,easy,JIY5GSm8aI,pool34,PE,0
MS,easy,JIY5GSm8aI,pool34,EF,50
MS,easy,JIY5GSm8aI,pool34,FR,50
MR,medium,JIY5GSm8aI,pool34,ME,50
MR,medium,JIY5GSm8aI,pool34,PH,50
MR,medium,JIY5GSm8aI,pool34,TI,31
MR,medium,JIY5GSm8aI,pool34,PE,0
MR,medium,JIY5GSm8aI,pool34,EF,49
MR,medium,JIY5GSm8aI,pool34,FR,22
ST,medium,JIY5GSm8aI,pool34,ME,85
ST,medium,JIY5GSm8aI,pool34,PH,50
ST,medium,JIY5GSm8aI,pool34,TI,76
ST,medium,JIY5GSm8aI,pool34,PE,34
ST,medium,JIY5GSm8aI,pool34,EF,74
ST,medium,JIY5GSm8aI,pool34,FR,75
MS,medium,JIY5GSm8aI,pool34,ME,100
MS,medium,JIY5GSm8aI,pool34,PH,100
MS,medium,JIY5GSm8aI,pool34,TI,71
MS,medium,JIY5GSm8aI,pool34,PE,50
MS,medium,JIY5GSm8aI,pool34,EF,99
MS,medium,JIY5GSm8aI,pool34,FR,95
ST,easy,JIY5GSm8aI,pool34,ME,14
ST,easy,JIY5GSm8aI,pool34,PH,19
ST,easy,JIY5GSm8aI,pool34,TI,25
ST,easy,JIY5GSm8aI,pool34,PE,10
ST,easy,JIY5GSm8aI,pool34,EF,14
ST,easy,JIY5GSm8aI,pool34,FR,11
MR,easy,JIY5GSm8aI,pool34,ME,50
MR,easy,JIY5GSm8aI,pool34,PH,45
MR,easy,JIY5GSm8aI,pool34,TI,35
MR,easy,JIY5GSm8aI,pool34,PE,5
MR,easy,JIY5GSm8aI,pool34,EF,34
MR,easy,JIY5GSm8aI,pool34,FR,25
ST,hard,JIY5GSm8aI,pool34,ME,99
ST,hard,JIY5GSm8aI,pool34,PH,77
ST,hard,JIY5GSm8aI,pool34,TI,96
ST,hard,JIY5GSm8aI,pool34,PE,64
ST,hard,JIY5GSm8aI,pool34,EF,90
ST,hard,JIY5GSm8aI,pool34,FR,96
MS,hard,JIY5GSm8aI,pool34,ME,100
MS,hard,JIY5GSm8aI,pool34,PH,95
MS,hard,JIY5GSm8aI,pool34,TI,99
MS,hard,JIY5GSm8aI,pool34,PE,50
MS,hard,JIY5GSm8aI,pool34,EF,100
MS,hard,JIY5GSm8aI,pool34,FR,100
MR,hard,JIY5GSm8aI,pool34,ME,20
MR,hard,JIY5GSm8aI,pool34,PH,15
MR,hard,JIY5GSm8aI,pool34,TI,15
MR,hard,JIY5GSm8aI,pool34,PE,15
MR,hard,JIY5GSm8aI,pool34,EF,30
MR,hard,JIY5GSm8aI,pool34,FR,26
MS,hard,KMzkcoEoDX,pool34,ME,100
MS,hard,KMzkcoEoDX,pool34,PH,5
MS,hard,KMzkcoEoDX,pool34,TI,90
MS,hard,KMzkcoEoDX,pool34,PE,50
MS,hard,KMzkcoEoDX,pool34,EF,85
MS,hard,KMzkcoEoDX,pool34,FR,95
MS,easy,KMzkcoEoDX,pool34,ME,0
MS,easy,KMzkcoEoDX,pool34,PH,0
MS,easy,KMzkcoEoDX,pool34,TI,1
MS,easy,KMzkcoEoDX,pool34,PE,0
MS,easy,KMzkcoEoDX,pool34,EF,0
MS,easy,KMzkcoEoDX,pool34,FR,3
MR,medium,KMzkcoEoDX,pool34,ME,20
MR,medium,KMzkcoEoDX,pool34,PH,0
MR,medium,KMzkcoEoDX,pool34,TI,0
MR,medium,KMzkcoEoDX,pool34,PE,3
MR,medium,KMzkcoEoDX,pool34,EF,20
MR,medium,KMzkcoEoDX,pool34,FR,3
ST,easy,KMzkcoEoDX,pool34,ME,0
ST,easy,KMzkcoEoDX,pool34,PH,0
ST,easy,KMzkcoEoDX,pool34,TI,2
ST,easy,KMzkcoEoDX,pool34,PE,0
ST,easy,KMzkcoEoDX,pool34,EF,2
ST,easy,KMzkcoEoDX,pool34,FR,3
MR,hard,KMzkcoEoDX,pool34,ME,30
MR,hard,KMzkcoEoDX,pool34,PH,0
MR,hard,KMzkcoEoDX,pool34,TI,0
MR,hard,KMzkcoEoDX,pool34,PE,13
MR,hard,KMzkcoEoDX,pool34,EF,40
MR,hard,KMzkcoEoDX,pool34,FR,40
MR,easy,KMzkcoEoDX,pool34,ME,0
MR,easy,KMzkcoEoDX,pool34,PH,0
MR,easy,KMzkcoEoDX,pool34,TI,0
MR,easy,KMzkcoEoDX,pool34,PE,0
MR,easy,KMzkcoEoDX,pool34,EF,0
MR,easy,KMzkcoEoDX,pool34,FR,0
MS,medium,KMzkcoEoDX,pool34,ME,50
MS,medium,KMzkcoEoDX,pool34,PH,0
MS,medium,KMzkcoEoDX,pool34,TI,52
MS,medium,KMzkcoEoDX,pool34,PE,20
MS,medium,KMzkcoEoDX,pool34,EF,39
MS,medium,KMzkcoEoDX,pool34,FR,30
ST,medium,KMzkcoEoDX,pool34,ME,35
ST,medium,KMzkcoEoDX,pool34,PH,0
ST,medium,KMzkcoEoDX,pool34,TI,45
ST,medium,KMzkcoEoDX,pool34,PE,50
ST,medium,KMzkcoEoDX,pool34,EF,50
ST,medium,KMzkcoEoDX,pool34,FR,60
ST,hard,KMzkcoEoDX,pool34,ME,65
ST,hard,KMzkcoEoDX,pool34,PH,10
ST,hard,KMzkcoEoDX,pool34,TI,90
ST,hard,KMzkcoEoDX,pool34,PE,70
ST,hard,KMzkcoEoDX,pool34,EF,80
ST,hard,KMzkcoEoDX,pool34,FR,87
MR,hard,bKUxjX0i0W,pool34,ME,40
MR,hard,bKUxjX0i0W,pool34,PH,30
MR,hard,bKUxjX0i0W,pool34,TI,45
MR,hard,bKUxjX0i0W,pool34,PE,51
MR,hard,bKUxjX0i0W,pool34,EF,40
MR,hard,bKUxjX0i0W,pool34,FR,40
MS,easy,bKUxjX0i0W,pool34,ME,60
MS,easy,bKUxjX0i0W,pool34,PH,50
MS,easy,bKUxjX0i0W,pool34,TI,40
MS,easy,bKUxjX0i0W,pool34,PE,0
MS,easy,bKUxjX0i0W,pool34,EF,50
MS,easy,bKUxjX0i0W,pool34,FR,40
MS,medium,bKUxjX0i0W,pool34,ME,95
MS,medium,bKUxjX0i0W,pool34,PH,51
MS,medium,bKUxjX0i0W,pool34,TI,46
MS,medium,bKUxjX0i0W,pool34,PE,25
MS,medium,bKUxjX0i0W,pool34,EF,80
MS,medium,bKUxjX0i0W,pool34,FR,65
MR,easy,bKUxjX0i0W,pool34,ME,50
MR,easy,bKUxjX0i0W,pool34,PH,50
MR,easy,bKUxjX0i0W,pool34,TI,50
MR,easy,bKUxjX0i0W,pool34,PE,51
MR,easy,bKUxjX0i0W,pool34,EF,30
MR,easy,bKUxjX0i0W,pool34,FR,31
MR,medium,bKUxjX0i0W,pool34,ME,51
MR,medium,bKUxjX0i0W,pool34,PH,30
MR,medium,bKUxjX0i0W,pool34,TI,40
MR,medium,bKUxjX0i0W,pool34,PE,50
MR,medium,bKUxjX0i0W,pool34,EF,45
MR,medium,bKUxjX0i0W,pool34,FR,45
MS,hard,bKUxjX0i0W,pool34,ME,100
MS,hard,bKUxjX0i0W,pool34,PH,71
MS,hard,bKUxjX0i0W,pool34,TI,34
MS,hard,bKUxjX0i0W,pool34,PE,65
MS,hard,bKUxjX0i0W,pool34,EF,74
MS,hard,bKUxjX0i0W,pool34,FR,70
ST,medium,bKUxjX0i0W,pool34,ME,91
ST,medium,bKUxjX0i0W,pool34,PH,51
ST,medium,bKUxjX0i0W,pool34,TI,41
ST,medium,bKUxjX0i0W,pool34,PE,50
ST,medium,bKUxjX0i0W,pool34,EF,50
ST,medium,bKUxjX0i0W,pool34,FR,50
ST,hard,bKUxjX0i0W,pool34,ME,99
ST,hard,bKUxjX0i0W,pool34,PH,85
ST,hard,bKUxjX0i0W,pool34,TI,20
ST,hard,bKUxjX0i0W,pool34,PE,92
ST,hard,bKUxjX0i0W,pool34,EF,71
ST,hard,bKUxjX0i0W,pool34,FR,70
ST,easy,bKUxjX0i0W,pool34,ME,80
ST,easy,bKUxjX0i0W,pool34,PH,50
ST,easy,bKUxjX0i0W,pool34,TI,37
ST,easy,bKUxjX0i0W,pool34,PE,14
ST,easy,bKUxjX0i0W,pool34,EF,72
ST,easy,bKUxjX0i0W,pool34,FR,69
MS,easy,cGANl4iQl1,pool34,ME,60
MS,easy,cGANl4iQl1,pool34,PH,55
MS,easy,cGANl4iQl1,pool34,TI,25
MS,easy,cGANl4iQl1,pool34,PE,30
MS,easy,cGANl4iQl1,pool34,EF,55
MS,easy,cGANl4iQl1,pool34,FR,45
MR,medium,cGANl4iQl1,pool34,ME,79
MR,medium,cGANl4iQl1,pool34,PH,50
MR,medium,cGANl4iQl1,pool34,TI,25
MR,medium,cGANl4iQl1,pool34,PE,65
MR,medium,cGANl4iQl1,pool34,EF,75
MR,medium,cGANl4iQl1,pool34,FR,85
ST,easy,cGANl4iQl1,pool34,ME,45
ST,easy,cGANl4iQl1,pool34,PH,26
ST,easy,cGANl4iQl1,pool34,TI,65
ST,easy,cGANl4iQl1,pool34,PE,30
ST,easy,cGANl4iQl1,pool34,EF,40
ST,easy,cGANl4iQl1,pool34,FR,30
MR,hard,cGANl4iQl1,pool34,ME,85
MR,hard,cGANl4iQl1,pool34,PH,34
MR,hard,cGANl4iQl1,pool34,TI,15
MR,hard,cGANl4iQl1,pool34,PE,45
MR,hard,cGANl4iQl1,pool34,EF,84
MR,hard,cGANl4iQl1,pool34,FR,90
MS,hard,cGANl4iQl1,pool34,ME,95
MS,hard,cGANl4iQl1,pool34,PH,65
MS,hard,cGANl4iQl1,pool34,TI,89
MS,hard,cGANl4iQl1,pool34,PE,85
MS,hard,cGANl4iQl1,pool34,EF,84
MS,hard,cGANl4iQl1,pool34,FR,80
MS,medium,cGANl4iQl1,pool34,ME,90
MS,medium,cGANl4iQl1,pool34,PH,55
MS,medium,cGANl4iQl1,pool34,TI,84
MS,medium,cGANl4iQl1,pool34,PE,65
MS,medium,cGANl4iQl1,pool34,EF,89
MS,medium,cGANl4iQl1,pool34,FR,96
ST,medium,cGANl4iQl1,pool34,ME,85
ST,medium,cGANl4iQl1,pool34,PH,24
ST,medium,cGANl4iQl1,pool34,TI,90
ST,medium,cGANl4iQl1,pool34,PE,70
ST,medium,cGANl4iQl1,pool34,EF,85
ST,medium,cGANl4iQl1,pool34,FR,70
ST,hard,cGANl4iQl1,pool34,ME,85
ST,hard,cGANl4iQl1,pool34,PH,20
ST,hard,cGANl4iQl1,pool34,TI,99
ST,hard,cGANl4iQl1,pool34,PE,64
ST,hard,cGANl4iQl1,pool34,EF,90
ST,hard,cGANl4iQl1,pool34,FR,100
MR,easy,cGANl4iQl1,pool34,ME,80
MR,easy,cGANl4iQl1,pool34,PH,19
MR,easy,cGANl4iQl1,pool34,TI,21
MR,easy,cGANl4iQl1,pool34,PE,64
MR,easy,cGANl4iQl1,pool34,EF,79
MR,easy,cGANl4iQl1,pool34,FR,85
MS,easy,jDL2pqqoXv,pool34,ME,9
MS,easy,jDL2pqqoXv,pool34,PH,1
MS,easy,jDL2pqqoXv,pool34,TI,32
MS,easy,jDL2pqqoXv,pool34,PE,14
MS,easy,jDL2pqqoXv,pool34,EF,21
MS,easy,jDL2pqqoXv,pool34,FR,19
ST,medium,jDL2pqqoXv,pool34,ME,48
ST,medium,jDL2pqqoXv,pool34,PH,23
ST,medium,jDL2pqqoXv,pool34,TI,98
ST,medium,jDL2pqqoXv,pool34,PE,5
ST,medium,jDL2pqqoXv,pool34,EF,48
ST,medium,jDL2pqqoXv,pool34,FR,50
MR,hard,jDL2pqqoXv,pool34,ME,98
