correctAns,base_pic,rotated_pic,key,is_correct,rt,task,level,trial,id
right,images/base/6_a.png,images/combined/6_a_x_0_y_0_z_45.png,right,1,5.6713,MR,easy,1,l8OD3O4E3f
right,images/base/3_a.png,images/combined/3_a_x_0_y_0_z_315.png,right,1,6.5359,MR,easy,2,l8OD3O4E3f
right,images/base/4_a.png,images/combined/4_a_x_0_y_0_z_45.png,right,1,5.9841,MR,easy,3,l8OD3O4E3f
left,images/base/12_a.png,images/combined/12_b_x_0_y_0_z_45.png,left,1,7.433900001,MR,easy,4,l8OD3O4E3f
right,images/base/8_b.png,images/combined/8_b_x_0_y_0_z_315.png,right,1,5.1841,MR,easy,5,l8OD3O4E3f
right,images/base/16_b.png,images/combined/16_b_x_0_y_0_z_315.png,right,1,4.876599999,MR,easy,6,l8OD3O4E3f
right,images/base/10_a.png,images/combined/10_a_x_0_y_0_z_45.png,right,1,4.488,MR,easy,7,l8OD3O4E3f
right,images/base/7_a.png,images/combined/7_a_x_0_y_0_z_315.png,right,1,4.118,MR,easy,8,l8OD3O4E3f
left,images/base/13_a.png,images/combined/13_b_x_0_y_0_z_315.png,left,1,3.27,MR,easy,9,l8OD3O4E3f
right,images/base/2_b.png,images/combined/2_b_x_0_y_0_z_45.png,right,1,2.367599999,MR,easy,10,l8OD3O4E3f
right,images/base/1_b.png,images/combined/1_b_x_0_y_0_z_45.png,right,1,3.417400001,MR,easy,11,l8OD3O4E3f
right,images/base/5_a.png,images/combined/5_a_x_0_y_0_z_315.png,right,1,3.0176,MR,easy,12,l8OD3O4E3f
right,images/base/11_b.png,images/combined/11_b_x_0_y_0_z_315.png,right,1,11.3243,MR,easy,13,l8OD3O4E3f
right,images/base/14_b.png,images/combined/14_b_x_0_y_0_z_45.png,right,1,1.983599999,MR,easy,14,l8OD3O4E3f
right,images/base/15_b.png,images/combined/15_b_x_0_y_0_z_315.png,right,1,5.801900001,MR,easy,15,l8OD3O4E3f
right,images/base/9_a.png,images/combined/9_a_x_0_y_0_z_45.png,right,1,6.7721,MR,easy,16,l8OD3O4E3f
right,images/base/4_a.png,images/combined/4_a_x_315_y_0_z_90.png,right,1,5.773599999,MR,medium,1,l8OD3O4E3f
right,images/base/7_a.png,images/combined/7_a_x_45_y_0_z_90.png,right,1,9.886599999,MR,medium,2,l8OD3O4E3f
right,images/base/3_a.png,images/combined/3_a_x_315_y_0_z_270.png,left,0,4.7464,MR,medium,3,l8OD3O4E3f
right,images/base/13_a.png,images/combined/13_a_x_45_y_0_z_90.png,right,1,4.9226,MR,medium,4,l8OD3O4E3f
left,images/base/1_a.png,images/combined/1_b_x_315_y_0_z_90.png,left,1,9.277,MR,medium,5,l8OD3O4E3f
right,images/base/11_a.png,images/combined/11_a_x_45_y_0_z_90.png,right,1,15.8503,MR,medium,6,l8OD3O4E3f
right,images/base/9_b.png,images/combined/9_b_x_45_y_0_z_270.png,right,1,12.785,MR,medium,7,l8OD3O4E3f
left,images/base/6_b.png,images/combined/6_a_x_315_y_0_z_90.png,left,1,14.6807,MR,medium,8,l8OD3O4E3f
right,images/base/12_a.png,images/combined/12_a_x_45_y_0_z_270.png,right,1,5.9441,MR,medium,9,l8OD3O4E3f
left,images/base/15_a.png,images/combined/15_b_x_315_y_0_z_270.png,right,0,13.2765,MR,medium,10,l8OD3O4E3f
left,images/base/2_a.png,images/combined/2_b_x_45_y_0_z_90.png,left,1,15.6264,MR,medium,11,l8OD3O4E3f
left,images/base/16_a.png,images/combined/16_b_x_45_y_0_z_90.png,left,1,13.6423,MR,medium,12,l8OD3O4E3f
left,images/base/5_a.png,images/combined/5_b_x_315_y_0_z_270.png,left,1,14.0455,MR,medium,13,l8OD3O4E3f
right,images/base/10_a.png,images/combined/10_a_x_45_y_0_z_270.png,right,1,10.8921,MR,medium,14,l8OD3O4E3f
left,images/base/8_b.png,images/combined/8_a_x_45_y_0_z_90.png,left,1,14.9435,MR,medium,15,l8OD3O4E3f
left,images/base/14_a.png,images/combined/14_b_x_45_y_0_z_90.png,left,1,7.7578,MR,medium,16,l8OD3O4E3f
left,images/base/9_a.png,images/combined/9_b_x_90_y_0_z_270.png,left,1,19.9877,MR,hard,1,l8OD3O4E3f
left,images/base/4_a.png,images/combined/4_b_x_90_y_0_z_90.png,left,1,10.6584,MR,hard,2,l8OD3O4E3f
right,images/base/10_a.png,images/combined/10_a_x_90_y_0_z_270.png,right,1,22.2398,MR,hard,3,l8OD3O4E3f
left,images/base/2_b.png,images/combined/2_a_x_90_y_0_z_270.png,left,1,21.7661,MR,hard,4,l8OD3O4E3f
right,images/base/13_a.png,images/combined/13_a_x_90_y_0_z_270.png,right,1,17.0936,MR,hard,5,l8OD3O4E3f
right,images/base/16_a.png,images/combined/16_a_x_90_y_0_z_270.png,left,0,19.5165,MR,hard,6,l8OD3O4E3f
right,images/base/11_a.png,images/combined/11_a_x_270_y_0_z_90.png,right,1,27.3905,MR,hard,7,l8OD3O4E3f
left,images/base/12_a.png,images/combined/12_b_x_270_y_0_z_90.png,left,1,13.9418,MR,hard,8,l8OD3O4E3f
left,images/base/6_a.png,images/combined/6_b_x_90_y_0_z_270.png,left,1,30.4991,MR,hard,9,l8OD3O4E3f
left,images/base/7_a.png,images/combined/7_b_x_270_y_0_z_270.png,right,0,8.2832,MR,hard,10,l8OD3O4E3f
right,images/base/15_a.png,images/combined/15_a_x_90_y_0_z_90.png,right,1,12.9621,MR,hard,11,l8OD3O4E3f
right,images/base/14_a.png,images/combined/14_a_x_270_y_0_z_270.png,left,0,15.8018,MR,hard,12,l8OD3O4E3f
right,images/base/3_b.png,images/combined/3_b_x_270_y_0_z_90.png,right,1,20.7558,MR,hard,13,l8OD3O4E3f
right,images/base/1_b.png,images/combined/1_b_x_270_y_0_z_90.png,right,1,21.2009,MR,hard,14,l8OD3O4E3f
left,images/base/8_a.png,images/combined/8_b_x_90_y_0_z_270.png,left,1,19.6333,MR,hard,15,l8OD3O4E3f
right,images/base/5_b.png,images/combined/5_b_x_270_y_0_z_90.png,right,1,3.1669,MR,hard,16,l8OD3O4E3f
right,images/base/15_b.png,images/combined/15_b_x_0_y_0_z_315.png,right,1,15.5483,MR,easy,1,s04AljyS4e
right,images/base/16_b.png,images/combined/16_b_x_0_y_0_z_45.png,right,1,7.4153,MR,easy,2,s04AljyS4e
left,images/base/6_a.png,images/combined/6_b_x_0_y_0_z_315.png,right,0,5.6204,MR,easy,3,s04AljyS4e
left,images/base/3_b.png,images/combined/3_a_x_0_y_0_z_45.png,right,0,3.6819,MR,easy,4,s04AljyS4e
right,images/base/1_a.png,images/combined/1_a_x_0_y_0_z_315.png,right,1,4.5413,MR,easy,5,s04AljyS4e
left,images/base/11_b.png,images/combined/11_a_x_0_y_0_z_45.png,right,0,8.4202,MR,easy,6,s04AljyS4e
left,images/base/8_a.png,images/combined/8_b_x_0_y_0_z_45.png,left,1,11.2821,MR,easy,7,s04AljyS4e
right,images/base/14_b.png,images/combined/14_b_x_0_y_0_z_45.png,right,1,3.6826,MR,easy,8,s04AljyS4e
left,images/base/2_a.png,images/combined/2_b_x_0_y_0_z_315.png,left,1,12.8586,MR,easy,9,s04AljyS4e
right,images/base/10_a.png,images/combined/10_a_x_0_y_0_z_315.png,right,1,6.1982,MR,easy,10,s04AljyS4e
right,images/base/4_a.png,images/combined/4_a_x_0_y_0_z_45.png,right,1,3.0489,MR,easy,11,s04AljyS4e
left,images/base/13_a.png,images/combined/13_b_x_0_y_0_z_45.png,left,1,3.4334,MR,easy,12,s04AljyS4e
left,images/base/12_a.png,images/combined/12_b_x_0_y_0_z_315.png,left,1,6.2752,MR,easy,13,s04AljyS4e
left,images/base/7_a.png,images/combined/7_b_x_0_y_0_z_315.png,left,1,7.9867,MR,easy,14,s04AljyS4e
left,images/base/5_a.png,images/combined/5_b_x_0_y_0_z_45.png,right,0,4.9977,MR,easy,15,s04AljyS4e
right,images/base/9_a.png,images/combined/9_a_x_0_y_0_z_45.png,right,1,3.486,MR,easy,16,s04AljyS4e
left,images/base/2_a.png,images/combined/2_b_x_45_y_0_z_90.png,left,1,12.2485,MR,medium,1,s04AljyS4e
right,images/base/14_b.png,images/combined/14_b_x_45_y_0_z_90.png,right,1,5.8162,MR,medium,2,s04AljyS4e
right,images/base/4_a.png,images/combined/4_a_x_45_y_0_z_90.png,right,1,3.3829,MR,medium,3,s04AljyS4e
left,images/base/9_a.png,images/combined/9_b_x_315_y_0_z_270.png,left,1,8.4553,MR,medium,4,s04AljyS4e
left,images/base/1_a.png,images/combined/1_b_x_315_y_0_z_90.png,right,0,3.8019,MR,medium,5,s04AljyS4e
right,images/base/16_a.png,images/combined/16_a_x_45_y_0_z_90.png,left,0,15.9688,MR,medium,6,s04AljyS4e
right,images/base/11_a.png,images/combined/11_a_x_45_y_0_z_270.png,right,1,8.265,MR,medium,7,s04AljyS4e
left,images/base/10_b.png,images/combined/10_a_x_315_y_0_z_90.png,right,0,6.3855,MR,medium,8,s04AljyS4e
right,images/base/15_a.png,images/combined/15_a_x_45_y_0_z_270.png,right,1,4.749,MR,medium,9,s04AljyS4e
left,images/base/5_a.png,images/combined/5_b_x_315_y_0_z_90.png,left,1,6.4269,MR,medium,10,s04AljyS4e
left,images/base/8_a.png,images/combined/8_b_x_315_y_0_z_270.png,left,1,5.9337,MR,medium,11,s04AljyS4e
left,images/base/7_a.png,images/combined/7_b_x_45_y_0_z_90.png,left,1,6.784,MR,medium,12,s04AljyS4e
left,images/base/13_b.png,images/combined/13_a_x_45_y_0_z_270.png,right,0,5.9045,MR,medium,13,s04AljyS4e
left,images/base/3_a.png,images/combined/3_b_x_45_y_0_z_270.png,left,1,4.3894,MR,medium,14,s04AljyS4e
right,images/base/6_b.png,images/combined/6_b_x_45_y_0_z_270.png,right,1,3.0342,MR,medium,15,s04AljyS4e
left,images/base/12_a.png,images/combined/12_b_x_45_y_0_z_90.png,left,1,6.3643,MR,medium,16,s04AljyS4e
right,images/base/4_b.png,images/combined/4_b_x_90_y_0_z_270.png,right,1,14.5947,MR,hard,1,s04AljyS4e
right,images/base/3_a.png,images/combined/3_a_x_270_y_0_z_270.png,right,1,19.0334,MR,hard,2,s04AljyS4e
left,images/base/14_a.png,images/combined/14_b_x_270_y_0_z_90.png,right,0,4.7888,MR,hard,3,s04AljyS4e
left,images/base/16_b.png,images/combined/16_a_x_90_y_0_z_90.png,right,0,4.166,MR,hard,4,s04AljyS4e
right,images/base/10_a.png,images/combined/10_a_x_90_y_0_z_90.png,right,1,10.132,MR,hard,5,s04AljyS4e
left,images/base/6_a.png,images/combined/6_b_x_90_y_0_z_90.png,right,0,16.6735,MR,hard,6,s04AljyS4e
right,images/base/8_b.png,images/combined/8_b_x_270_y_0_z_270.png,right,1,7.823,MR,hard,7,s04AljyS4e
left,images/base/5_a.png,images/combined/5_b_x_270_y_0_z_270.png,left,1,19.6497,MR,hard,8,s04AljyS4e
right,images/base/9_a.png,images/combined/9_a_x_270_y_0_z_270.png,left,0,6.1601,MR,hard,9,s04AljyS4e
left,images/base/11_b.png,images/combined/11_a_x_90_y_0_z_90.png,right,0,21.7328,MR,hard,10,s04AljyS4e
left,images/base/2_b.png,images/combined/2_a_x_90_y_0_z_90.png,right,0,4.5751,MR,hard,11,s04AljyS4e
left,images/base/7_b.png,images/combined/7_a_x_90_y_0_z_90.png,left,1,11.568,MR,hard,12,s04AljyS4e
right,images/base/13_b.png,images/combined/13_b_x_270_y_0_z_90.png,right,1,11.2392,MR,hard,13,s04AljyS4e
left,images/base/12_a.png,images/combined/12_b_x_90_y_0_z_270.png,right,0,8.6154,MR,hard,14,s04AljyS4e
right,images/base/15_b.png,images/combined/15_b_x_90_y_0_z_270.png,left,0,9.615,MR,hard,15,s04AljyS4e
left,images/base/1_b.png,images/combined/1_a_x_90_y_0_z_270.png,right,0,14.8308,MR,hard,16,s04AljyS4e
right,images/base/11_a.png,images/combined/11_a_x_0_y_0_z_315.png,right,1,3.423,MR,easy,1,vsfwWZKL1V
right,images/base/12_a.png,images/combined/12_a_x_0_y_0_z_315.png,right,1,2.5461,MR,easy,2,vsfwWZKL1V
left,images/base/14_b.png,images/combined/14_a_x_0_y_0_z_315.png,left,1,3.1079,MR,easy,3,vsfwWZKL1V
right,images/base/16_a.png,images/combined/16_a_x_0_y_0_z_315.png,right,1,3.2718,MR,easy,4,vsfwWZKL1V
right,images/base/4_a.png,images/combined/4_a_x_0_y_0_z_315.png,right,1,2.652,MR,easy,5,vsfwWZKL1V
left,images/base/3_b.png,images/combined/3_a_x_0_y_0_z_315.png,left,1,1.4311,MR,easy,6,vsfwWZKL1V
left,images/base/2_b.png,images/combined/2_a_x_0_y_0_z_45.png,left,1,4.1491,MR,easy,7,vsfwWZKL1V
right,images/base/9_a.png,images/combined/9_a_x_0_y_0_z_45.png,right,1,1.8573,MR,easy,8,vsfwWZKL1V
right,images/base/15_b.png,images/combined/15_b_x_0_y_0_z_45.png,right,1,1.5695,MR,easy,9,vsfwWZKL1V
right,images/base/1_a.png,images/combined/1_a_x_0_y_0_z_45.png,right,1,4.1508,MR,easy,10,vsfwWZKL1V
left,images/base/6_a.png,images/combined/6_b_x_0_y_0_z_315.png,left,1,1.6233,MR,easy,11,vsfwWZKL1V
left,images/base/7_b.png,images/combined/7_a_x_0_y_0_z_315.png,left,1,1.2866,MR,easy,12,vsfwWZKL1V
right,images/base/5_b.png,images/combined/5_b_x_0_y_0_z_315.png,right,1,6.4996,MR,easy,13,vsfwWZKL1V
right,images/base/13_a.png,images/combined/13_a_x_0_y_0_z_315.png,right,1,2.05,MR,easy,14,vsfwWZKL1V
left,images/base/10_b.png,images/combined/10_a_x_0_y_0_z_45.png,left,1,4.6738,MR,easy,15,vsfwWZKL1V
right,images/base/8_a.png,images/combined/8_a_x_0_y_0_z_315.png,right,1,2.4887,MR,easy,16,vsfwWZKL1V
right,images/base/5_a.png,images/combined/5_a_x_315_y_0_z_90.png,right,1,6.1818,MR,medium,1,vsfwWZKL1V
left,images/base/15_b.png,images/combined/15_a_x_315_y_0_z_90.png,left,1,4.5662,MR,medium,2,vsfwWZKL1V
left,images/base/6_b.png,images/combined/6_a_x_45_y_0_z_270.png,left,1,3.0499,MR,medium,3,vsfwWZKL1V
left,images/base/1_a.png,images/combined/1_b_x_45_y_0_z_90.png,right,0,3.2722,MR,medium,4,vsfwWZKL1V
right,images/base/2_a.png,images/combined/2_a_x_315_y_0_z_90.png,right,1,4.106,MR,medium,5,vsfwWZKL1V
left,images/base/14_b.png,images/combined/14_a_x_315_y_0_z_90.png,left,1,16.4641,MR,medium,6,vsfwWZKL1V
right,images/base/8_b.png,images/combined/8_b_x_315_y_0_z_90.png,right,1,5.3974,MR,medium,7,vsfwWZKL1V
right,images/base/11_b.png,images/combined/11_b_x_45_y_0_z_90.png,right,1,8.3866,MR,medium,8,vsfwWZKL1V
left,images/base/12_b.png,images/combined/12_a_x_45_y_0_z_270.png,left,1,3.2046,MR,medium,9,vsfwWZKL1V
right,images/base/13_b.png,images/combined/13_b_x_315_y_0_z_90.png,right,1,3.5867,MR,medium,10,vsfwWZKL1V
right,images/base/16_b.png,images/combined/16_b_x_45_y_0_z_270.png,right,1,4.4346,MR,medium,11,vsfwWZKL1V
right,images/base/7_a.png,images/combined/7_a_x_315_y_0_z_90.png,right,1,4.0839,MR,medium,12,vsfwWZKL1V
right,images/base/10_a.png,images/combined/10_a_x_45_y_0_z_90.png,right,1,4.1803,MR,medium,13,vsfwWZKL1V
right,images/base/3_a.png,images/combined/3_a_x_315_y_0_z_90.png,right,1,3.9755,MR,medium,14,vsfwWZKL1V
left,images/base/9_a.png,images/combined/9_b_x_315_y_0_z_270.png,left,1,4.1128,MR,medium,15,vsfwWZKL1V
right,images/base/4_b.png,images/combined/4_b_x_315_y_0_z_270.png,right,1,2.9237,MR,medium,16,vsfwWZKL1V
left,images/base/12_a.png,images/combined/12_b_x_270_y_0_z_270.png,left,1,3.6048,MR,hard,1,vsfwWZKL1V
left,images/base/16_a.png,images/combined/16_b_x_270_y_0_z_270.png,left,1,5.61,MR,hard,2,vsfwWZKL1V
left,images/base/10_b.png,images/combined/10_a_x_270_y_0_z_270.png,left,1,4.6438,MR,hard,3,vsfwWZKL1V
right,images/base/13_a.png,images/combined/13_a_x_270_y_0_z_270.png,right,1,4.9102,MR,hard,4,vsfwWZKL1V
left,images/base/15_a.png,images/combined/15_b_x_90_y_0_z_90.png,left,1,11.4609,MR,hard,5,vsfwWZKL1V
right,images/base/7_a.png,images/combined/7_a_x_90_y_0_z_90.png,left,0,10.8985,MR,hard,6,vsfwWZKL1V
left,images/base/9_a.png,images/combined/9_b_x_90_y_0_z_270.png,left,1,9.5648,MR,hard,7,vsfwWZKL1V
left,images/base/3_a.png,images/combined/3_b_x_90_y_0_z_90.png,left,1,8.8913,MR,hard,8,vsfwWZKL1V
right,images/base/5_b.png,images/combined/5_b_x_270_y_0_z_90.png,right,1,6.4094,MR,hard,9,vsfwWZKL1V
left,images/base/4_b.png,images/combined/4_a_x_270_y_0_z_90.png,left,1,5.4829,MR,hard,10,vsfwWZKL1V
right,images/base/8_b.png,images/combined/8_b_x_270_y_0_z_90.png,right,1,6.5173,MR,hard,11,vsfwWZKL1V
left,images/base/2_a.png,images/combined/2_b_x_90_y_0_z_90.png,left,1,6.5469,MR,hard,12,vsfwWZKL1V
right,images/base/1_b.png,images/combined/1_b_x_90_y_0_z_270.png,right,1,12.2163,MR,hard,13,vsfwWZKL1V
right,images/base/11_a.png,images/combined/11_a_x_90_y_0_z_270.png,right,1,26.8744,MR,hard,14,vsfwWZKL1V
right,images/base/6_b.png,images/combined/6_b_x_90_y_0_z_270.png,right,1,5.7368,MR,hard,15,vsfwWZKL1V
right,images/base/14_b.png,images/combined/14_b_x_90_y_0_z_270.png,right,1,4.9504,MR,hard,16,vsfwWZKL1V
right,images/base/4_a.png,images/combined/4_a_x_0_y_0_z_45.png,right,1,2.6312,MR,easy,1,FDaGWmAPTr
right,images/base/1_b.png,images/combined/1_b_x_0_y_0_z_45.png,right,1,2.0657,MR,easy,2,FDaGWmAPTr
left,images/base/3_b.png,images/combined/3_a_x_0_y_0_z_45.png,left,1,6.279,MR,easy,3,FDaGWmAPTr
right,images/base/10_a.png,images/combined/10_a_x_0_y_0_z_315.png,right,1,3.3647,MR,easy,4,FDaGWmAPTr
left,images/base/6_b.png,images/combined/6_a_x_0_y_0_z_315.png,left,1,3.4479,MR,easy,5,FDaGWmAPTr
left,images/base/11_b.png,images/combined/11_a_x_0_y_0_z_45.png,left,1,6.2361,MR,easy,6,FDaGWmAPTr
right,images/base/5_b.png,images/combined/5_b_x_0_y_0_z_315.png,right,1,2.7818,MR,easy,7,FDaGWmAPTr
left,images/base/7_a.png,images/combined/7_b_x_0_y_0_z_315.png,left,1,2.5988,MR,easy,8,FDaGWmAPTr
right,images/base/8_b.png,images/combined/8_b_x_0_y_0_z_315.png,right,1,2.8316,MR,easy,9,FDaGWmAPTr
right,images/base/2_b.png,images/combined/2_b_x_0_y_0_z_315.png,right,1,2.3655,MR,easy,10,FDaGWmAPTr
left,images/base/16_b.png,images/combined/16_a_x_0_y_0_z_315.png,right,0,7.214,MR,easy,11,FDaGWmAPTr
left,images/base/15_a.png,images/combined/15_b_x_0_y_0_z_315.png,right,0,4.8403,MR,easy,12,FDaGWmAPTr
right,images/base/12_b.png,images/combined/12_b_x_0_y_0_z_45.png,left,0,6.6619,MR,easy,13,FDaGWmAPTr
right,images/base/14_b.png,images/combined/14_b_x_0_y_0_z_45.png,right,1,3.3976,MR,easy,14,FDaGWmAPTr
left,images/base/13_b.png,images/combined/13_a_x_0_y_0_z_315.png,left,1,8.8964,MR,easy,15,FDaGWmAPTr
right,images/base/9_b.png,images/combined/9_b_x_0_y_0_z_315.png,right,1,2.5153,MR,easy,16,FDaGWmAPTr
left,images/base/16_a.png,images/combined/16_b_x_315_y_0_z_270.png,left,1,5.499,MR,medium,1,FDaGWmAPTr
left,images/base/13_b.png,images/combined/13_a_x_45_y_0_z_270.png,left,1,7.8789,MR,medium,2,FDaGWmAPTr
left,images/base/8_b.png,images/combined/8_a_x_45_y_0_z_270.png,right,0,9.0265,MR,medium,3,FDaGWmAPTr
left,images/base/6_a.png,images/combined/6_b_x_315_y_0_z_90.png,right,0,8.8376,MR,medium,4,FDaGWmAPTr
left,images/base/12_b.png,images/combined/12_a_x_315_y_0_z_270.png,left,1,7.9117,MR,medium,5,FDaGWmAPTr
left,images/base/3_a.png,images/combined/3_b_x_45_y_0_z_90.png,left,1,5.8458,MR,medium,6,FDaGWmAPTr
left,images/base/4_b.png,images/combined/4_a_x_315_y_0_z_90.png,left,1,7.6617,MR,medium,7,FDaGWmAPTr
right,images/base/5_a.png,images/combined/5_a_x_45_y_0_z_270.png,right,1,15.0239,MR,medium,8,FDaGWmAPTr
left,images/base/10_a.png,images/combined/10_b_x_45_y_0_z_90.png,right,0,13.1103,MR,medium,9,FDaGWmAPTr
right,images/base/9_a.png,images/combined/9_a_x_45_y_0_z_270.png,right,1,4.1051,MR,medium,10,FDaGWmAPTr
right,images/base/2_b.png,images/combined/2_b_x_45_y_0_z_90.png,right,1,16.3206,MR,medium,11,FDaGWmAPTr
right,images/base/11_a.png,images/combined/11_a_x_315_y_0_z_90.png,right,1,4.0884,MR,medium,12,FDaGWmAPTr
left,images/base/1_a.png,images/combined/1_b_x_315_y_0_z_270.png,left,1,13.2295,MR,medium,13,FDaGWmAPTr
right,images/base/7_a.png,images/combined/7_a_x_45_y_0_z_270.png,right,1,4.1646,MR,medium,14,FDaGWmAPTr
right,images/base/14_a.png,images/combined/14_a_x_45_y_0_z_90.png,right,1,3.4528,MR,medium,15,FDaGWmAPTr
right,images/base/15_b.png,images/combined/15_b_x_315_y_0_z_90.png,right,1,7.1725,MR,medium,16,FDaGWmAPTr
left,images/base/13_a.png,images/combined/13_b_x_270_y_0_z_270.png,left,1,4.5468,MR,hard,1,FDaGWmAPTr
left,images/base/15_a.png,images/combined/15_b_x_270_y_0_z_90.png,right,0,3.5316,MR,hard,2,FDaGWmAPTr
left,images/base/11_b.png,images/combined/11_a_x_270_y_0_z_90.png,left,1,5.4315,MR,hard,3,FDaGWmAPTr
right,images/base/4_b.png,images/combined/4_b_x_270_y_0_z_90.png,right,1,4.4476,MR,hard,4,FDaGWmAPTr
right,images/base/2_a.png,images/combined/2_a_x_270_y_0_z_90.png,right,1,5.5648,MR,hard,5,FDaGWmAPTr
left,images/base/12_b.png,images/combined/12_a_x_270_y_0_z_270.png,right,0,7.228,MR,hard,6,FDaGWmAPTr
right,images/base/10_a.png,images/combined/10_a_x_90_y_0_z_90.png,right,1,31.0121,MR,hard,7,FDaGWmAPTr
left,images/base/5_b.png,images/combined/5_a_x_270_y_0_z_90.png,left,1,11.1753,MR,hard,8,FDaGWmAPTr
right,images/base/8_b.png,images/combined/8_b_x_270_y_0_z_90.png,right,1,8.1939,MR,hard,9,FDaGWmAPTr
left,images/base/14_b.png,images/combined/14_a_x_90_y_0_z_90.png,left,1,19.4687,MR,hard,10,FDaGWmAPTr
right,images/base/16_a.png,images/combined/16_a_x_270_y_0_z_270.png,left,0,13.6061,MR,hard,11,FDaGWmAPTr
left,images/base/3_a.png,images/combined/3_b_x_90_y_0_z_90.png,left,1,11.6742,MR,hard,12,FDaGWmAPTr
left,images/base/9_b.png,images/combined/9_a_x_270_y_0_z_270.png,right,0,14.6637,MR,hard,13,FDaGWmAPTr
left,images/base/1_b.png,images/combined/1_a_x_90_y_0_z_90.png,left,1,6.6121,MR,hard,14,FDaGWmAPTr
right,images/base/6_b.png,images/combined/6_b_x_90_y_0_z_90.png,right,1,7.6823,MR,hard,15,FDaGWmAPTr
right,images/base/7_a.png,images/combined/7_a_x_270_y_0_z_270.png,right,1,8.3613,MR,hard,16,FDaGWmAPTr
left,images/base/4_a.png,images/combined/4_b_x_0_y_0_z_45.png,left,1,8.227,MR,easy,1,XfAdJiOyxj
left,images/base/12_a.png,images/combined/12_b_x_0_y_0_z_45.png,left,1,6.871,MR,easy,2,XfAdJiOyxj
left,images/base/1_a.png,images/combined/1_b_x_0_y_0_z_45.png,left,1,7.255,MR,easy,3,XfAdJiOyxj
right,images/base/7_a.png,images/combined/7_a_x_0_y_0_z_315.png,right,1,5.267,MR,easy,4,XfAdJiOyxj
right,images/base/6_a.png,images/combined/6_a_x_0_y_0_z_45.png,right,1,11.02,MR,easy,5,XfAdJiOyxj
right,images/base/8_b.png,images/combined/8_b_x_0_y_0_z_45.png,right,1,6.633,MR,easy,6,XfAdJiOyxj
right,images/base/9_a.png,images/combined/9_a_x_0_y_0_z_315.png,right,1,4.487,MR,easy,7,XfAdJiOyxj
right,images/base/14_b.png,images/combined/14_b_x_0_y_0_z_315.png,right,1,2.757,MR,easy,8,XfAdJiOyxj
left,images/base/13_a.png,images/combined/13_b_x_0_y_0_z_315.png,left,1,1.951,MR,easy,9,XfAdJiOyxj
right,images/base/15_a.png,images/combined/15_a_x_0_y_0_z_315.png,right,1,2.62,MR,easy,10,XfAdJiOyxj
left,images/base/16_a.png,images/combined/16_b_x_0_y_0_z_45.png,left,1,7.337,MR,easy,11,XfAdJiOyxj
right,images/base/11_a.png,images/combined/11_a_x_0_y_0_z_315.png,right,1,4.577,MR,easy,12,XfAdJiOyxj
left,images/base/2_b.png,images/combined/2_a_x_0_y_0_z_45.png,left,1,16.227,MR,easy,13,XfAdJiOyxj
right,images/base/3_a.png,images/combined/3_a_x_0_y_0_z_45.png,right,1,2.585,MR,easy,14,XfAdJiOyxj
right,images/base/5_b.png,images/combined/5_b_x_0_y_0_z_45.png,right,1,2.36,MR,easy,15,XfAdJiOyxj
left,images/base/10_a.png,images/combined/10_b_x_0_y_0_z_45.png,left,1,6.984,MR,easy,16,XfAdJiOyxj
left,images/base/4_a.png,images/combined/4_b_x_45_y_0_z_270.png,left,1,4.445,MR,medium,1,XfAdJiOyxj
left,images/base/16_a.png,images/combined/16_b_x_315_y_0_z_90.png,left,1,6.449,MR,medium,2,XfAdJiOyxj
right,images/base/9_a.png,images/combined/9_a_x_45_y_0_z_270.png,right,1,5,MR,medium,3,XfAdJiOyxj
right,images/base/2_a.png,images/combined/2_a_x_315_y_0_z_90.png,right,1,4.173,MR,medium,4,XfAdJiOyxj
left,images/base/7_a.png,images/combined/7_b_x_45_y_0_z_90.png,left,1,5.066,MR,medium,5,XfAdJiOyxj
right,images/base/8_a.png,images/combined/8_a_x_315_y_0_z_90.png,right,1,3.485,MR,medium,6,XfAdJiOyxj
right,images/base/14_b.png,images/combined/14_b_x_45_y_0_z_90.png,right,1,2.751,MR,medium,7,XfAdJiOyxj
left,images/base/5_b.png,images/combined/5_a_x_45_y_0_z_270.png,left,1,3.667,MR,medium,8,XfAdJiOyxj
left,images/base/3_b.png,images/combined/3_a_x_315_y_0_z_270.png,left,1,13.994,MR,medium,9,XfAdJiOyxj
